order_id,corridor_km,dispatch_delay_days,tau,promised_days,actual_days,lateness_days,earliness_days,late_flag
order_00003,2.896045422610029,0.5845261026240658,0.9,6.369500591253617,5.482538957306414,0.0,0.8869616339472035,0
order_00004,3.839291314025913,2.63122547683424,0.9,9.09431782727111,5.772818209128334,0.0,3.3214996181427763,0
order_00009,15.150356696209816,1.55238708114679,0.9,9.1022494123686,8.052964747766708,0.0,1.0492846646018918,0
order_00011,63.43096233433062,1.4948785126794415,0.9,14.93390520348615,15.185728500770715,0.2518232972845649,0.0,1
order_00014,7.938806639850328,3.950078801850073,0.9,11.348636456267368,11.074103721192298,0.0,0.2745327350750699,0
order_00019,14.411868905797167,2.645687299069998,0.9,10.405838906648954,7.950853411332672,0.0,2.454985495316282,0
order_00027,11.394452612373671,0.830229782206435,0.9,7.722162888288144,5.548126811623942,0.0,2.174036076664202,0
order_00028,12.74406329142957,1.6872913374583587,0.9,8.384002966809254,5.484453126946941,0.0,2.8995498398623125,0
order_00037,48.10917357979977,2.3617842888213576,0.9,14.165235736077149,10.817379129724225,0.0,3.3478566063529236,0
order_00041,59.15630574360875,0.514029358316406,0.9,13.82793747742471,7.633483441974119,0.0,6.194454035450591,0
order_00043,23.0229480020895,3.3008365202182963,0.9,12.961692883552848,10.989473368173485,0.0,1.9722195153793631,0
order_00044,102.05664090574317,3.9749415617193695,0.9,22.89145076043495,17.07003227901479,0.0,5.82141848142016,0
order_00045,34.877786875100966,1.9667349046314502,0.9,12.04329537156733,7.867743561150389,0.0,4.175551810416941,0
order_00046,31.28213582376134,3.321294167957198,0.9,13.401977453878219,9.937808236402418,0.0,3.464169217475801,0
order_00050,34.071090907630094,2.2314629379806767,0.9,11.6862079649254,7.970847543314761,0.0,3.7153604216106384,0
order_00056,14.432559803371635,0.4281658205508902,0.9,7.652570481806498,9.435952411541594,1.7833819297350963,0.0,1
order_00058,11.759336093046638,1.2539717305672704,0.9,8.30704275587873,6.793278382389779,0.0,1.51376437348895,0
order_00061,47.78283694370523,2.7616086221352627,0.9,14.635081755152205,11.460545723503053,0.0,3.1745360316491524,0
order_00062,31.94549435805527,3.243878378212859,0.9,13.312962996864348,13.32344137206051,0.010478375196161238,0.0,1
order_00064,6.580094263506301,0.48768055224750956,0.9,6.100664647424349,5.405712236758685,0.0,0.6949524106656639,0
order_00066,63.62211005255706,0.07006467154645929,0.9,13.140707549918169,11.010476572679892,0.0,2.130230977238277,0
order_00071,64.56677747334714,0.6347829310889086,0.9,13.976236800979068,10.861216127237567,0.0,3.115020673741501,0
order_00072,59.88491446038439,3.5425090539576187,0.9,16.51490399405288,11.816374750365025,0.0,4.6985292436878545,0
order_00074,115.06153557349944,3.6555191920400287,0.9,24.003324365529906,21.168612559617177,0.0,2.834711805912729,0
order_00077,37.3606129486392,2.827112842219099,0.9,14.111288912210592,12.78344702155432,0.0,1.3278418906562717,0
order_00080,26.785892286467995,1.1162068371703613,0.9,9.373285834794196,5.229863369027505,0.0,4.14342246576669,0
order_00082,35.962643355395784,2.252054970868555,0.9,11.943808914750505,12.479029131934212,0.5352202171837064,0.0,1
order_00086,77.42707686917096,3.9026464569606434,0.9,19.715505019929648,16.463147468577624,0.0,3.2523575513520235,0
order_00087,24.95708658358945,1.835276132059958,0.9,10.066395360624165,9.360701289213882,0.0,0.7056940714102833,0
order_00092,28.24472129654884,2.292906541987995,0.9,11.647890650263449,11.066389720122157,0.0,0.5815009301412921,0
order_00094,2.1004417451410746,3.6009967260665974,0.9,9.522122657922498,7.020132513444126,0.0,2.5019901444783725,0
order_00095,62.61478196544931,0.5947520220055622,0.9,13.09051864977221,9.269652644451485,0.0,3.8208660053207257,0
order_00097,16.38481062564975,17.718087207474117,0.9,30.531184394732705,29.25704329968545,0.0,1.2741410950472556,0
order_00100,19.63172114178658,2.7894953336273653,0.9,11.894989765950218,9.031897512582429,0.0,2.863092253367789,0
order_00101,55.002970874939564,0.5765228022830081,0.9,12.136311906687462,8.184230781191204,0.0,3.9520811254962585,0
order_00102,26.842015525436086,0.5348444000620948,0.9,9.306323975864899,6.686198453841882,0.0,2.6201255220230166,0
order_00108,38.38664592750562,1.3104200783085198,0.9,11.039733640666503,6.896720203405679,0.0,4.143013437260824,0
order_00111,83.09196573549109,1.2239373356395902,0.9,16.397172001052454,16.582128367238184,0.1849563661857303,0.0,1
order_00115,13.979355486711329,0.7815489555425918,0.9,7.380303444415093,3.585809420367499,0.0,3.794494024047594,0
order_00117,43.38177841709058,0.5208627513497748,0.9,10.644013650984299,7.741576370666922,0.0,2.9024372803173764,0
order_00118,35.34905671315656,1.4388235524704616,0.9,11.499315023471182,7.825313879512195,0.0,3.6740011439589866,0
order_00120,11.582221280013687,1.027325676894409,0.9,7.400475781673482,5.282500248596152,0.0,2.1179755330773293,0
order_00121,88.79917204461731,0.3727070788014218,0.9,16.60585309993331,18.092918162838657,1.487065062905348,0.0,1
order_00123,60.092069426318915,0.3773959456532437,0.9,13.10079875596421,9.85583416638773,0.0,3.2449645895764796,0
order_00126,35.65557489143547,1.0907300873385064,0.9,11.021554746189562,7.840273552386821,0.0,3.1812811938027403,0
order_00127,76.5191337809755,0.2983577972668542,0.9,15.009146511501294,11.097926847363464,0.0,3.91121966413783,0
order_00129,35.71216683949741,2.2827835865901385,0.9,11.952351951395132,7.685633535014896,0.0,4.266718416380236,0
order_00130,11.009077145264365,1.1824549088501015,0.9,7.528160246922647,5.880344879952671,0.0,1.6478153669699767,0
order_00133,5.743236442043607,1.438610998848937,0.9,7.8066486216503295,5.29959181258086,0.0,2.5070568090694696,0
order_00135,52.6369785973305,0.7360952882598165,0.9,12.050386395775107,12.46109969944855,0.41071330367344316,0.0,1
order_00138,35.64698206231358,0.4695604500333418,0.9,10.228539366751736,8.172126787746794,0.0,2.0564125790049417,0
order_00141,92.4670046967617,2.0242153619851266,0.9,18.564109374537495,15.447646374104972,0.0,3.116463000432523,0
order_00142,20.669735677365292,1.4906335600899832,0.9,9.102624997471807,7.869394032438498,0.0,1.233230965033309,0
order_00144,57.81805351016559,6.495250943356072,0.9,20.026734069718287,15.960258553254443,0.0,4.066475516463845,0
order_00160,42.99037400936474,1.296520454845499,0.9,11.585072830278008,8.622307026870416,0.0,2.962765803407592,0
order_00161,106.76746025585089,0.8555705983883599,0.9,20.086487061705355,15.517670242257122,0.0,4.568816819448234,0
order_00162,69.80502252281613,0.8969868360378447,0.9,15.022645851013685,13.671179175719402,0.0,1.351466675294283,0
order_00165,46.55159595177353,1.2655342814717017,0.9,12.577064286134467,11.378709120109717,0.0,1.1983551660247507,0
order_00167,150.6934176844278,1.66105102900558,0.9,25.222492804172703,21.357037093182914,0.0,3.8654557109897887,0
order_00172,37.21907065795927,3.162527342554422,0.9,13.854230578016589,12.43551837886767,0.0,1.4187121991489189,0
order_00173,43.35432486461453,1.185013253076027,0.9,12.083360073260899,6.622951020575836,0.0,5.460409052685063,0
order_00174,75.85998392402067,2.6024999467029084,0.9,18.53359650981599,14.810374064536918,0.0,3.723222445279072,0
order_00179,91.802644020867,0.9217030307626014,0.9,17.744584890549326,15.313162064132227,0.0,2.4314228264170996,0
order_00181,119.94736805608264,1.5083652401976781,0.9,21.863359400341892,17.140573217294396,0.0,4.722786183047496,0
order_00182,18.809914782286718,2.8459740561903586,0.9,10.603159470576585,9.659955780542056,0.0,0.9432036900345295,0
order_00183,46.54579867532771,1.669352679307348,0.9,13.091206245737439,10.147179311325646,0.0,2.9440269344117933,0
order_00186,8.158195022317054,1.694541638523599,0.9,7.832370529415186,2.8988904134854674,0.0,4.933480115929719,0
order_00199,59.194544261890826,3.841276472822811,0.9,18.07471046574842,14.07254258277717,0.0,4.00216788297125,0
order_00200,27.045897264044424,1.8975321239863583,0.9,10.997182760103751,9.939359862711628,0.0,1.057822897392123,0
order_00201,91.48675339218222,1.7327288060156902,0.9,18.668527596967422,15.552031884433305,0.0,3.1164957125341175,0
order_00204,22.774606180093112,1.5552570392781215,0.9,10.038395043151713,6.004175540708058,0.0,4.034219502443655,0
order_00205,29.894261285642077,0.2274316943802089,0.9,9.287692076213723,5.547931192189011,0.0,3.7397608840247125,0
order_00220,6.770264951479799,3.924023184353464,0.9,11.768438726271519,12.221583471280479,0.4531447450089594,0.0,1
order_00223,82.50615427450566,2.1886605377362818,0.9,18.151445457034622,13.704716793158733,0.0,4.44672866387589,0
order_00224,69.3682930862809,0.9516785579467362,0.9,15.038961081937101,13.213810529025482,0.0,1.8251505529116194,0
order_00229,63.535901094720145,4.008066645789125,0.9,18.22239095940551,19.55193089772895,1.3295399383234425,0.0,1
order_00233,22.922457020562497,0.5954422360912935,0.9,8.23681465332599,3.5977458985746638,0.0,4.639068754751326,0
order_00248,84.52807612120749,6.956957942322467,0.9,24.47811035783448,21.160594649748504,0.0,3.3175157080859776,0
order_00252,93.80068610158557,0.4110239321840316,0.9,17.266417395734337,17.247893188708634,0.0,0.018524207025702566,0
order_00254,9.35235115762526,1.923168083316048,0.9,8.865852019113548,6.0008570450725776,0.0,2.864994974040971,0
order_00255,126.27948968126164,1.3813602442526987,0.9,21.87994495577901,21.048997013757617,0.0,0.8309479420213925,0
order_00257,9.505834468834852,3.5554716162499864,0.9,11.037185254761672,11.179936266721477,0.14275101195980433,0.0,1
order_00262,14.376147482970708,2.642821981965175,0.9,10.469261804752938,10.398483902426241,0.0,0.07077790232669656,0
order_00268,59.32168053043084,2.140348145355997,0.9,15.254263897538658,12.167643983093448,0.0,3.08661991444521,0
order_00270,48.58769176892012,0.6472771448685324,0.9,12.037838594877933,11.19831761220109,0.0,0.8395209826768433,0
order_00271,24.866134114343996,1.2584044588557455,0.9,9.319784944905798,7.720046607526542,0.0,1.5997383373792564,0
order_00272,47.30460008100592,2.9666210714658683,0.9,15.5053587731523,12.482147706490345,0.0,3.023211066661956,0
order_00274,35.76165470096196,2.3549413299611097,0.9,12.050402584934034,10.546068479354645,0.0,1.5043341055793888,0
order_00276,68.27102206758826,1.491009713979951,0.9,14.924996923443262,13.049713635302135,0.0,1.8752832881411265,0
order_00293,20.458872505313465,0.7756313863574031,0.9,8.165238444484508,5.465111830144711,0.0,2.7001266143397977,0
order_00296,7.980640001414026,2.1221060733753223,0.9,8.951721731819344,6.096332941000025,0.0,2.855388790819319,0
order_00297,13.17663698779953,0.3848069201470161,0.9,7.372238694701358,1.0020848080235205,0.0,6.370153886677837,0
order_00302,14.095717641921029,8.357101135857825,0.9,17.053036649398905,12.74295290391594,0.0,4.310083745482965,0
order_00304,63.48071880538374,3.591094983346705,0.9,17.684021028540386,18.698538097322988,1.0145170687826024,0.0,1
order_00306,45.63697379585414,1.2738961207450874,0.9,11.879921115353113,8.892865295259735,0.0,2.987055820093378,0
order_00308,25.99002769539339,2.3231438671843043,0.9,10.814739861126025,8.513483529478348,0.0,2.301256331647677,0
order_00309,23.362420546785895,0.8797417680521876,0.9,8.653094160807038,5.369604114902789,0.0,3.283490045904249,0
order_00313,39.42544287729731,1.0068004011372687,0.9,10.779682111947093,7.557993519440533,0.0,3.2216885925065597,0
order_00315,12.160003034218189,1.7909868795756034,0.9,9.112162540604501,6.16400977001794,0.0,2.948152770586561,0
order_00319,51.53914251416735,3.32396188573217,0.9,16.478860087032487,16.316633532992835,0.0,0.16222655403965192,0
order_00321,11.249373560275087,1.814599955903857,0.9,8.363507389141951,12.382417778949572,4.018910389807621,0.0,1
order_00322,41.1425825518151,1.8942320473972734,0.9,12.788520412731035,9.862616613978538,0.0,2.925903798752497,0
order_00325,85.41193663798717,2.5597433022953937,0.9,18.97995268812587,15.923214178868315,0.0,3.0567385092575545,0
order_00326,37.102120510514865,0.26130865197503966,0.9,9.545057591682458,7.1007214552914215,0.0,2.444336136391036,0
order_00329,22.237270936310402,0.8030080073106667,0.9,8.417650108286146,5.698980878906562,0.0,2.718669229379584,0
order_00330,24.377195560431858,1.9863419094511756,0.9,10.188073916394625,5.023942177463901,0.0,5.164131738930724,0
order_00338,82.00638356084775,4.578023268593941,0.9,21.208099970488213,21.66467664858119,0.45657667809297564,0.0,1
order_00345,24.800992024131624,2.71366634942474,0.9,11.763154673038521,11.727007829143263,0.0,0.03614684389525813,0
order_00347,29.253546514797684,3.9180084257784284,0.9,13.843210017378333,11.658475805922622,0.0,2.1847342114557105,0
order_00350,3.675603863001707,3.1034185133843546,0.9,9.08038271609604,2.549779165972235,0.0,6.5306035501238044,0
order_00352,26.70442300196609,0.5024245490413333,0.9,9.176716789856648,4.0937748287329025,0.0,5.082941961123746,0
order_00353,5.467048930459876,0.8667908192085912,0.9,7.043823403755782,5.237173699866637,0.0,1.8066497038891454,0
order_00357,84.11231604728752,3.255911335869528,0.9,19.112645305611863,21.470825995974746,2.3581806903628824,0.0,1
order_00361,13.804866295607258,1.6426783838351156,0.9,9.124251209972293,7.42068967039073,0.0,1.703561539581563,0
order_00362,16.70081405128998,2.268452361301624,0.9,10.872216864984065,9.295199107479291,0.0,1.5770177575047732,0
order_00366,49.88152055899668,3.1995501640491093,0.9,15.45011853575757,12.285309363318188,0.0,3.164809172439382,0
order_00367,25.428802970920337,0.47999341373201243,0.9,8.99210289833934,9.255577426075924,0.26347452773658375,0.0,1
order_00372,14.552911019431589,1.693617056075496,0.9,8.613299752452054,5.924546005920629,0.0,2.6887537465314253,0
order_00377,13.374274137190117,3.3367707758401854,0.9,11.160037060501425,5.491062337047303,0.0,5.668974723454122,0
order_00379,53.0788448095202,1.2416193074635338,0.9,12.748950268218817,9.790503482915751,0.0,2.9584467853030656,0
order_00383,94.3356709005026,2.2460329335470304,0.9,19.075465075640537,15.984132010833692,0.0,3.091333064806845,0
order_00386,10.692521433785952,1.3881968091953198,0.9,7.751755814877125,2.9969357404888646,0.0,4.7548200743882605,0
order_00390,20.685308078404795,1.6589916435818313,0.9,9.915119827421785,6.2433630588232845,0.0,3.6717567685985006,0
order_00395,71.08160837833148,2.5625107803028824,0.9,17.23080518306078,14.759778988247419,0.0,2.471026194813362,0
order_00397,34.6969900778237,2.431435172243815,0.9,13.281041643415149,8.721048958406058,0.0,4.559992685009091,0
order_00401,8.882911519375828,3.7901338877259114,0.9,11.260182690948247,6.491915501052036,0.0,4.768267189896211,0
order_00405,96.3502077691716,2.3024845689681346,0.9,19.393827121810723,17.08693416376742,0.0,2.306892958043303,0
order_00406,10.80901957426332,0.5103488541632133,0.9,6.646785973941906,2.589089983091384,0.0,4.057695990850522,0
order_00407,24.033628415554688,0.7335600279381317,0.9,9.144752045465095,7.336499540968321,0.0,1.8082525044967745,0
order_00408,5.912216080263978,0.8643425033110774,0.9,7.09514823421525,5.906962972583455,0.0,1.1881852616317952,0
order_00414,35.78667215838114,0.893635503192388,0.9,11.453687510702967,11.323279289290705,0.0,0.13040822141226194,0
order_00415,39.458638737282854,2.8771415426063403,0.9,13.764287196576337,9.88976015042742,0.0,3.8745270461489163,0
order_00420,21.046637354568325,1.4634413228351861,0.9,9.781439104553225,5.834988440908085,0.0,3.94645066364514,0
order_00421,48.412332528890936,2.539172649094752,0.9,14.499921164324153,13.400970158754577,0.0,1.0989510055695764,0
order_00422,4.227071855240262,0.596615340819807,0.9,5.951764546220777,3.3685981204562503,0.0,2.5831664257645266,0
order_00426,25.869543335660072,0.30122671704228676,0.9,8.889532972051331,6.291162014416402,0.0,2.5983709576349288,0
order_00431,9.232012809141104,0.8476983690164699,0.9,7.479956608138894,2.889232846769591,0.0,4.590723761369303,0
order_00437,135.96239146224443,1.1506331929754414,0.9,23.365989669114178,19.65045999287171,0.0,3.7155296762424683,0
order_00442,63.133188226365675,2.7958340879905226,0.9,15.960206979986522,17.505349382284123,1.5451424022976017,0.0,1
order_00449,13.509948884793562,0.8170488895570733,0.9,8.631480287332563,7.907336131875961,0.0,0.7241441554566022,0
order_00451,19.376962164988587,1.9111005326724826,0.9,10.147975021054021,9.030024257944868,0.0,1.1179507631091532,0
order_00453,121.34325307856612,2.3046720778736614,0.9,22.453399440884027,17.053161371367626,0.0,5.400238069516401,0
order_00454,25.4809459831639,1.5678851317808582,0.9,10.456940146950394,3.7786123355463817,0.0,6.678327811404013,0
